ID,Material,Formula,Category,Phase,Equation,A,B,C,D,E,Tmin,Tmax,Unit,Source
182,Phosphorus pentafluoride,PF5,Fluoride,Gas,Shomate,55.27064,187.0637,-171.7833,56.05807,-1.10838,298,1100,J/mol·K,NIST-JANAF
183,Sulfur hexafluoride,SF6,Fluoride,Gas,Shomate,58.90319,255.5399,-252.2747,88.76063,-1.60897,298,1000,J/mol·K,NIST-JANAF
184,Carbonyl sulfide,COS,Sulfur compound,Gas,Shomate,34.53892,43.05378,-26.61773,6.338844,-0.327515,298,1200,J/mol·K,NIST-JANAF
185,Carbon disulfide,CS2,Sulfur compound,Gas,Shomate,35.85391,52.49121,-40.83743,12.00155,-0.224831,298,1000,J/mol·K,NIST-JANAF
186,Nitrogen trifluoride,NF3,Fluoride,Gas,Shomate,26.4561,142.2606,-137.6134,47.68505,-0.404491,298,1000,J/mol·K,NIST-JANAF
187,Silicon nitride,Si3N4,Nitride,Gas,Shomate,22.67703,29.92075,-23.7109,7.322711,0.041574,298,1400,J/mol·K,NIST-JANAF
188,Aluminum sulfide,AlS,Sulfide,Gas,Shomate,42.23999,-18.79675,21.38773,-5.42602,-0.446483,298,2000,J/mol·K,NIST-JANAF
189,Nitrogen dioxide,NO2,Nitrogen oxide,Gas,Shomate,16.10857,75.89525,-54.3874,14.30777,0.239423,298,1200,J/mol·K,NIST-JANAF
190,Phosphorus oxychloride,POCl3,Oxychloride,Gas,Shomate,75.07602,77.36509,-71.30456,23.86746,-0.669089,298,1000,J/mol·K,NIST-JANAF
191,Lithium bromide,LiBr,Halide,Solid,Shomate,71.38155,-81.89008,118.8879,-32.37918,-0.689063,298,823,J/mol·K,NIST-JANAF
192,Potassium chloride,KCl,Halide,Solid,Shomate,35.41597,70.03472,-91.38233,52.52426,0.15346,298,900,J/mol·K,NIST-JANAF
193,Strontium chloride,SrCl2,Halide,Solid,Shomate,54.42882,113.7676,-177.4497,115.0826,-0.003286,298,1000,J/mol·K,NIST-JANAF
194,Strontium fluoride,SrF2,Halide,Solid,Shomate,36.5194,168.769,-230.884,—,—,298,1000,J/mol·K,NIST-JANAF
195,Strontium fluoride,SrF2,Halide,Liquid,Shomate,99.04825,-1.04E-07,3.55E-08,-4.13E-09,-4.23E-08,1750,3500,J/mol·K,NIST-JANAF
196,Potassium bromide,KBr,Halide,Gas,Shomate,37.39822,0.803207,-0.003938,0.000338,-0.06385,2500,6000,J/mol·K,NIST-JANAF
197,Strontium,Sr,Metal,Gas,Shomate,57.73041,0.401776,-0.10891,0.009296,-0.438316,3500,6000,J/mol·K,NIST-JANAF
198,Boron,B,Element,Gas,Shomate,-5.565682,150.5307,-170.667,66.18586,0.506419,298,800,J/mol·K,NIST-JANAF
199,Boron,B,Element,Gas,Shomate,43.33243,-3.618461,0.949371,-0.067489,-0.352579,800,6000,J/mol·K,NIST-JANAF
200,Calcium,Ca,Metal,Solid,Shomate,60.38432,-109.7292,113.0785,-40.89262,-0.003522,298,1100,J/mol·K,NIST-JANAF
201,Calcium chloride,CaCl2,Halide,Solid,Shomate,87.29581,-35.07644,44.12781,-9.848049,-0.674264,298,1045,J/mol·K,NIST-JANAF
202,Magnesium chloride,MgCl2,Halide,Solid,Shomate,78.30733,2.435888,6.858873,-1.728967,-0.729911,298,987,J/mol·K,NIST-JANAF
203,Barium sulfide,BaS,Sulfide,Solid,Shomate,49.3571,9.299091,-0.991007,0.175505,-0.245622,298,3000,J/mol·K,NIST-JANAF
204,Strontium sulfide,SrS,Sulfide,Solid,Shomate,48.78126,9.579728,-2.396596,0.404882,-0.253551,298,3000,J/mol·K,NIST-JANAF
205,Calcium sulfide,CaS,Sulfide,Solid,Shomate,48.6026,7.280161,-1.933724,0.329739,-0.289224,298,3000,J/mol·K,NIST-JANAF
206,Magnesium sulfide,MgS,Sulfide,Solid,Shomate,48.60009,3.685472,0.021388,0.015067,-0.369222,298,3000,J/mol·K,NIST-JANAF
207,Dipotassium oxide,K2O,Oxide,Solid,Shomate,245.0104,-567.0492,778.7219,-346.2641,-4.653361,298,700,J/mol·K,NIST-JANAF
208,Cesium chloride,CsCl,Halide,Solid,Shomate,44.43199,27.83406,-8.253443,3.968596,0.029749,298,743,J/mol·K,NIST-JANAF
209,Lead sulfide,PbS,Sulfide,Solid,Shomate,47.38087,7.55053,2.008094,-0.70046,-0.031834,298,1386.5,J/mol·K,NIST-JANAF
210,Sodium iodide,NaI,Halide,Solid,Shomate,50.19963,10.22787,0.564543,-0.221018,-0.094625,298,933,J/mol·K,NIST-JANAF
